FEATURE_ID,FEATURE_NAME,FEATURE_CLASS,STATE_ALPHA,STATE_NUMERIC,COUNTY_NAME,COUNTY_NUMERIC,PRIMARY_LAT_DMS,PRIM_LONG_DMS,PRIM_LAT_DEC,PRIM_LONG_DEC,SOURCE_LAT_DMS,SOURCE_LONG_DMS,SOURCE_LAT_DEC,SOURCE_LONG_DEC,ELEV_IN_M,ELEV_IN_FT,MAP_NAME,DATE_CREATED,DATE_EDITED
217912,Canyon Del Rey,Valley,CA,6,Monterey,53,363444N,1214315W,36.5788493,-121.7207805,363408N,1214432W,36.5688889,-121.7422222,72,236,Spreckels,1/19/81,
217913,Canyon Del Rey,Valley,CA,6,Monterey,53,363537N,1215006W,36.5935712,-121.8349515,363415N,1214453W,36.5707937,-121.7480036,24,79,Seaside,1/19/81,
217917,Dickson Creek,Stream,CA,6,Solano,95,382234N,1214515W,38.3760214,-121.7541257,382921N,1215113W,38.4891667,-121.8536111,7,23,Dixon,1/19/81,
217918,Jogel Slough,Gut,CA,6,Santa Clara,85,372622N,1220305W,37.439384,-122.0513507,,,,,1,3,Mountain View,1/19/81,
217920,Mad River,Stream,CA,6,Humboldt,23,405721N,1240739W,40.9557002,-124.1273839,401220N,1230923W,40.2054271,-123.156409,2,7,Tyee City,1/19/81,12/10/13
217925,San Clemente Creek,Stream,CA,6,Marin,41,375532N,1222959W,37.9254806,-122.4996962,375511N,1223026W,37.9196474,-122.5071965,-1,-3,San Quentin,1/19/81,8/17/16
217927,South Branch Tularcitos Creek,Stream,CA,6,Santa Clara,85,372641N,1215227W,37.4446606,-121.8741229,372659N,1215155W,37.4497222,-121.8652778,61,200,Calaveras Reservoir,1/19/81,7/15/16
217930,Twin Lakes State Beach,Park,CA,6,Santa Cruz,87,365744N,1215959W,36.9621729,-121.9996839,,,,,4,13,Soquel,1/19/81,
217931,Upper North Fork Honeydew Creek,Stream,CA,6,Humboldt,23,401134N,1240817W,40.1926401,-124.1380958,401004N,1240729W,40.1676407,-124.1247611,213,699,Shubrick Peak,1/19/81,4/12/16
217934,Abalobadiah Creek,Stream,CA,6,Mendocino,45,393356N,1234602W,39.56544,-123.7672384,393521N,1234426W,39.58905,-123.7405718,0,0,Inglenook,1/19/81,3/16/16
217935,Abalone Point,Cape,CA,6,Mendocino,45,394004N,1234731W,39.6676579,-123.791963,,,,,15,49,Westport,1/19/81,
217936,Abalone Point,Cape,CA,6,Humboldt,23,410802N,1240942W,41.1340124,-124.1617378,,,,,1,3,Trinidad OE N,1/19/81,
217942,Abbotts Lagoon,Lake,CA,6,Marin,41,380652N,1225712W,38.1145721,-122.9534318,,,,,4,13,Drakes Bay,1/19/81,10/11/19
217952,Acalanes,Civil,CA,6,Contra Costa,13,375356N,1220837W,37.8988136,-122.1435765,,,,,232,761,Briones Valley,1/19/81,
217957,Ackerman Creek,Stream,CA,6,Mendocino,45,391043N,1231157W,39.1785032,-123.1991717,391318N,1232023W,39.2215592,-123.33973,184,604,Ukiah,1/19/81,5/31/16
217959,Ackley Ranch,Locale,CA,6,Humboldt,23,403120N,1234316W,40.5220846,-123.7211518,,,,,469,1539,Showers Mountain,1/19/81,
217966,Adams Creek,Stream,CA,6,Napa,55,384150N,1221717W,38.6971263,-122.2880325,384358N,1222126W,38.7327778,-122.3572222,141,463,Walter Springs,1/19/81,
217967,Adams Creek,Stream,CA,6,Mendocino,45,385318N,1231639W,38.8882372,-123.2775076,385359N,1231752W,38.8997222,-123.2977778,296,971,Ornbaun Valley,1/19/81,5/31/16
217970,Adams Flat,Flat,CA,6,Napa,55,382833N,1221412W,38.4757422,-122.2366416,,,,,196,643,Capell Valley,1/19/81,
217975,Adams Ridge,Ridge,CA,6,Mendocino,45,385842N,1233528W,38.9782383,-123.5911247,,,,,587,1926,Eureka Hill,1/19/81,5/31/16
217976,Adams Ridge,Ridge,CA,6,Napa,55,384506N,1222004W,38.7515695,-122.3344223,,,,,630,2067,Knoxville,1/19/81,
217985,Admiral William Standley State Recreation Area,Park,CA,6,Mendocino,45,393848N,1233653W,39.6465469,-123.6147388,,,,,483,1585,Cahto Peak,1/19/81,5/5/10
217987,Adobe Canyon,Valley,CA,6,Sonoma,97,382614N,1223004W,38.4371329,-122.5010921,382723N,1223023W,38.4563889,-122.5063889,387,1270,Kenwood,1/19/81,
217989,Adobe Creek,Stream,CA,6,Santa Clara,85,372710N,1220529W,37.4527169,-122.0913517,371912N,1220919W,37.3199419,-122.155242,1,3,Mountain View,1/19/81,6/23/15
217990,Adobe Creek,Stream,CA,6,Sonoma,97,381326N,1223619W,38.2238059,-122.6052624,381905N,1223431W,38.3179699,-122.5752616,5,16,Petaluma River,1/19/81,6/6/14
217992,Adobe Gulch,Valley,CA,6,San Mateo,81,372957N,1222042W,37.4992586,-122.3449482,372945N,1222202W,37.4957374,-122.3673595,90,295,Woodside,1/19/81,7/21/18
217996,Adobe Point,Cape,CA,6,San Mateo,81,372944N,1222023W,37.4954942,-122.3396928,,,,,87,285,Woodside,1/19/81,
218006,Agate Beach,Bay,CA,6,Mendocino,45,391858N,1234803W,39.3160073,-123.8008481,,,,,0,0,Mendocino,1/19/81,
218007,Agate Beach,Beach,CA,6,Humboldt,23,410839N,1240837W,41.1442902,-124.143682,,,,,2,7,Trinidad OE N,1/19/81,
218008,Agate Beach County Park,Park,CA,6,Marin,41,375351N,1224238W,37.8974262,-122.7105412,,,,,6,20,Bolinas,1/19/81,
218011,Agnew,Populated Place,CA,6,Santa Clara,85,372341N,1215733W,37.3946626,-121.9591252,,,,,7,23,Milpitas,1/19/81,6/23/15
218015,Agua Caliente,Populated Place,CA,6,Sonoma,97,381927N,1222917W,38.3240804,-122.4880366,,,,,46,151,Sonoma,1/19/81,
218016,Agua Caliente Canyon,Valley,CA,6,Sonoma,97,381851N,1222812W,38.3140807,-122.4699805,382133N,1222700W,38.3591667,-122.45,57,187,Sonoma,1/19/81,
218017,Agua Caliente Creek,Stream,CA,6,Alameda,1,372937N,1215610W,37.493549,-121.9360701,373014N,1215237W,37.5038257,-121.8769014,11,36,Milpitas,1/19/81,
218018,Agua Fria Creek,Stream,CA,6,Alameda,1,372902N,1215609W,37.483827,-121.9357922,372926N,1215258W,37.4905556,-121.8827778,10,33,Milpitas,1/19/81,
218019,Aguajita,Civil,CA,6,Santa Cruz,87,365905N,1215938W,36.9846722,-121.9938506,,,,,4,13,Soquel,1/19/81,
218027,Aikens Creek,Stream,CA,6,Humboldt,23,411343N,1233910W,41.2287375,-123.6528383,411404N,1234243W,41.2344444,-123.7119444,80,262,Weitchpec,1/19/81,
218031,Airplane Meadow,Flat,CA,6,Mendocino,45,395655N,1230203W,39.9484865,-123.0341768,,,,,1010,3314,Leech Lake Mountain,1/19/81,
218032,Airport Channel,Channel,CA,6,Alameda,1,374435N,1221259W,37.7429848,-122.2163568,,,,,0,0,San Leandro,1/19/81,
218034,John F Kennedy Park,Park,CA,6,Alameda,1,374006N,1220716W,37.6682649,-122.1210754,,,,,13,43,Hayward,6/14/00,
218044,Alambique Creek,Stream,CA,6,San Mateo,81,372412N,1221452W,37.4032728,-122.2477445,372403N,1221720W,37.4007733,-122.2888575,112,367,Palo Alto,1/19/81,6/23/15
218049,Robert Crown Beach,Park,CA,6,Alameda,1,374548N,1221624W,37.7632622,-122.2733027,,,,,0,0,Oakland West,1/19/81,8/24/12
218050,Alameda Reserve Shipyard,Locale,CA,6,Alameda,1,374715N,1221619W,37.7874283,-122.2719137,,,,,3,10,Oakland West,1/19/81,
218052,Alamias Creek,Stream,CA,6,Santa Clara,85,370117N,1213155W,37.0213363,-121.5318845,370232N,1213024W,37.0422222,-121.5066667,60,197,Gilroy,1/19/81,
218054,Alamitos Creek,Stream,CA,6,Santa Clara,85,371448N,1215216W,37.2466104,-121.8710646,370956N,1214934W,37.1655556,-121.8261111,60,197,Santa Teresa Hills,1/19/81,6/29/15
218055,Alamo Creek,Stream,CA,6,Contra Costa,13,374248N,1215451W,37.7132628,-121.9141245,374927N,1215247W,37.8240928,-121.8796792,105,344,Dublin,1/19/81,
218056,Alamo Creek,Stream,CA,6,Solano,95,382012N,1214905W,38.336578,-121.8180161,382343N,1220530W,38.3951881,-122.0916367,8,26,Dozier,1/19/81,
218057,Alamo Ridge,Ridge,CA,6,Contra Costa,13,375050N,1220113W,37.8471984,-122.020367,,,,,224,735,Las Trampas Ridge,1/19/81,8/17/18
218060,Alamo Square,Park,CA,6,San Francisco,75,374635N,1222606W,37.7763185,-122.4349713,,,,,76,249,San Francisco North,1/19/81,
218062,Alaska Ridge,Ridge,CA,6,Mendocino,45,390734N,1232200W,39.1260071,-123.366675,,,,,646,2119,Orrs Springs,1/19/81,6/23/15
218063,Alba Creek,Stream,CA,6,Santa Cruz,87,370610N,1220614W,37.1027251,-122.1038532,370547N,1220725W,37.0963889,-122.1236111,108,354,Felton,1/19/81,4/21/15
218065,Albañez Spring,Spring,CA,6,San Benito,69,363539N,1205810W,36.594124,-120.9693534,,,,,711,2333,Llanada,1/19/81,6/22/17
218067,Albee Creek,Stream,CA,6,Humboldt,23,402108N,1240023W,40.3520835,-124.0064313,402224N,1240128W,40.3733333,-124.0244444,87,285,Bull Creek,1/19/81,
218068,Albee Creek Campground,Locale,CA,6,Humboldt,23,402111N,1240033W,40.3529169,-124.0092092,,,,,106,348,Bull Creek,1/19/81,
218070,Albert Canyon,Valley,CA,6,San Mateo,81,372846N,1222420W,37.4793162,-122.4056171,372848N,1222157W,37.4799557,-122.3658705,38,125,Half Moon Bay,1/19/81,7/21/18
218072,Albert Field,Park,CA,6,Marin,41,375808N,1223140W,37.9688125,-122.5277539,,,,,3,10,San Rafael,1/19/81,
218073,Albion Cove,Bay,CA,6,Mendocino,45,391339N,1234627W,39.2274004,-123.7741808,,,,,0,0,Albion,1/19/81,
218074,Albion Flat,Flat,CA,6,Mendocino,45,391334N,1234603W,39.2260116,-123.7675139,,,,,4,13,Albion,1/19/81,
218076,Albion Head,Island,CA,6,Mendocino,45,391353N,1234648W,39.2312891,-123.7800141,,,,,22,72,Albion,1/19/81,
218078,Albion Ridge,Ridge,CA,6,Mendocino,45,391247N,1234058W,39.212955,-123.6827906,,,,,215,705,Elk,1/19/81,6/23/15
218079,Albion River,Stream,CA,6,Mendocino,45,391338N,1234613W,39.2271226,-123.7702917,391510N,1233232W,39.2526727,-123.542233,0,0,Albion,1/19/81,6/23/15
218080,Alcatraz Island,Island,CA,6,San Francisco,75,374936N,1222522W,37.8267199,-122.4228329,,,,,43,141,San Francisco North,1/19/81,9/4/18
218081,Alcatraz Shoal,Bar,CA,6,San Francisco,75,374931N,1222605W,37.8252778,-122.4347222,,,,,0,0,San Francisco North,1/19/81,11/6/06
218087,Alder Creek,Stream,CA,6,Sonoma,97,382549N,1225747W,38.4301921,-122.9630534,382623N,1225726W,38.4397222,-122.9572222,87,285,Camp Meeker,1/19/81,
218089,Alder Creek,Stream,CA,6,Mendocino,45,385910N,1232516W,38.9860125,-123.42112,385900N,1232313W,38.9833333,-123.3869444,146,479,Zeni Ridge,1/19/81,6/8/16
218090,Alder Creek,Stream,CA,6,Mendocino,45,392311N,1230235W,39.3862731,-123.043058,392422N,1230328W,39.4061111,-123.0577778,472,1549,Van Arsdale Reservoir,1/19/81,6/8/16
218091,Alder Creek,Stream,CA,6,Mendocino,45,392541N,1231726W,39.4279399,-123.290565,392640N,1231648W,39.4444444,-123.28,471,1545,Willits,1/19/81,6/8/16
218093,Alder Creek,Stream,CA,6,Mendocino,45,395053N,1231722W,39.8479315,-123.2894596,395040N,1232056W,39.8444444,-123.3488889,475,1558,Covelo West,1/19/81,6/8/16
218095,Alder Creek,Stream,CA,6,Contra Costa,13,375131N,1215400W,37.8585363,-121.8999578,375235N,1215447W,37.8763136,-121.9130138,309,1014,Diablo,1/19/81,
218097,Alder Creek,Stream,CA,6,Sonoma,97,385004N,1225205W,38.8343487,-122.8680505,385203N,1225459W,38.867403,-122.9163855,315,1033,The Geysers,1/19/81,
218098,Alder Creek,Stream,CA,6,Mendocino,45,390017N,1234148W,39.0046291,-123.696685,385836N,1232912W,38.9765694,-123.4866762,1,3,Mallo Pass Creek,1/19/81,6/8/16
218099,Alder Creek,Stream,CA,6,Mendocino,45,393640N,1232345W,39.6109911,-123.3958468,393852N,1232442W,39.6476571,-123.4116811,419,1375,Longvale,1/19/81,6/8/16
218100,Alder Creek,Stream,CA,6,Mendocino,45,393714N,1231927W,39.6204352,-123.3241791,393848N,1231817W,39.6465458,-123.3047346,322,1056,Willis Ridge,1/19/81,6/8/16
218101,Alder Flat,Flat,CA,6,Humboldt,23,402944N,1234349W,40.4954182,-123.7303176,,,,,834,2736,Larabee Valley,1/19/81,
218106,Alder Spring,Spring,CA,6,Mendocino,45,390651N,1231415W,39.1140991,-123.2375662,,,,,560,1837,Elledge Peak,1/19/81,4/18/11
218107,Alder Spring,Spring,CA,6,Humboldt,23,401239N,1240150W,40.2108916,-124.0305222,,,,,426,1398,Honeydew,1/19/81,4/18/11
218108,Aldercroft Creek,Stream,CA,6,Santa Clara,85,371034N,1215918W,37.1760566,-121.9882921,370942N,1220017W,37.1616125,-122.0046819,195,640,Los Gatos,1/19/81,
218110,Alec Canyon,Valley,CA,6,Santa Clara,85,370459N,1214708W,37.0830039,-121.7855069,370406N,1214749W,37.0683333,-121.7969444,305,1001,Loma Prieta,1/19/81,
218112,Alexander Valley,Valley,CA,6,Sonoma,97,383647N,1224610W,38.6129647,-122.7694345,384952N,1230035W,38.8310165,-123.0097223,59,194,Healdsburg,1/19/81,
218113,Alexander Valley Rancheria,Locale,CA,6,Sonoma,97,383715N,1224716W,38.6207425,-122.7877688,,,,,49,161,Healdsburg,1/19/81,
218115,Alfalfa Patch Reservoir,Reservoir,CA,6,Napa,55,383730N,1221035W,38.6249505,-122.176376,,,,,545,1788,Lake Berryessa,1/19/81,4/23/19
218119,Alhambra Creek,Stream,CA,6,Contra Costa,13,375824N,1220734W,37.9732559,-122.126076,375622N,1220743W,37.9394444,-122.1286111,61,200,Briones Valley,1/19/81,
218121,Alhambra Valley,Valley,CA,6,Contra Costa,13,375957N,1220757W,37.9992435,-122.1324117,375750N,1220843W,37.963841,-122.145165,24,79,Briones Valley,1/19/81,11/17/18
218122,Lake Alhambra,Reservoir,CA,6,Contra Costa,13,380028N,1214734W,38.0078579,-121.7928735,,,,,2,7,Antioch North,1/19/81,4/11/19
218125,Alisal Creek,Stream,CA,6,Monterey,53,364112N,1213828W,36.6866261,-121.6410565,364251N,1212904W,36.7141269,-121.4843849,12,39,Salinas,1/19/81,
218129,Alisal Slough,Gut,CA,6,Monterey,53,364111N,1214102W,36.686348,-121.6838356,,,,,13,43,Salinas,1/19/81,
218140,Allen Creek,Stream,CA,6,Humboldt,23,402314N,1235526W,40.3870838,-123.9239301,402335N,1235401W,40.3930556,-123.9002778,36,118,Redcrest,1/19/81,6/8/16
218141,Allen Creek,Stream,CA,6,Humboldt,23,403426N,1240231W,40.5740233,-124.0419939,403619N,1240219W,40.6052778,-124.0386111,84,276,Hydesville,1/19/81,6/8/16
218142,Allen Creek,Stream,CA,6,Sonoma,97,383808N,1231344W,38.6354672,-123.228896,383715N,1231356W,38.6207451,-123.2322294,120,394,Tombs Creek,1/19/81,
218144,Allen Lookout,Locale,CA,6,San Mateo,81,372314N,1221744W,37.3871626,-122.2955246,,,,,707,2320,Woodside,1/19/81,
218147,Allendale,Populated Place,CA,6,Solano,95,382641N,1215635W,38.4446306,-121.943022,,,,,37,121,Allendale,1/19/81,1/29/11
218149,Allison Canyon,Valley,CA,6,Santa Clara,85,370756N,1214729W,37.1321691,-121.7913402,370717N,1214713W,37.1213361,-121.7868956,252,827,Santa Teresa Hills,1/19/81,
218155,Almaden Canyon,Valley,CA,6,Santa Clara,85,371055N,1214856W,37.1818898,-121.8155074,370905N,1215122W,37.1513889,-121.8561111,128,420,Santa Teresa Hills,1/19/81,
218156,Almaden Reservoir,Reservoir,CA,6,Santa Clara,85,370945N,1215001W,37.1625219,-121.8336991,,,,,185,607,Santa Teresa Hills,1/19/81,5/31/20
218160,Almond Reservoir,Reservoir,CA,6,Alameda,1,374254N,1220453W,37.7149298,-122.0813521,,,,,140,459,Hayward,1/19/81,
218165,Alpine Dam,Dam,CA,6,Marin,41,375625N,1223818W,37.9402027,-122.6383153,,,,,197,646,Bolinas,1/19/81,
218166,Alpine Gulch,Valley,CA,6,Mendocino,45,392612N,1233510W,39.4365542,-123.586124,392708N,1233516W,39.4522222,-123.5877778,89,292,Northspur,1/19/81,
218169,Alpine Lake,Reservoir,CA,6,Marin,41,375656N,1223740W,37.9488406,-122.6276771,,,,,197,646,Bolinas,1/19/81,3/12/19
218183,Alta Plaza,Park,CA,6,San Francisco,75,374728N,1222618W,37.7910402,-122.4383047,,,,,87,285,San Francisco North,1/19/81,
218188,Altamont,Populated Place,CA,6,Alameda,1,374438N,1213946W,37.7438175,-121.6627285,,,,,226,741,Altamont,1/19/81,12/20/19
218189,Altamont Pass,Gap,CA,6,Alameda,1,374445N,1213930W,37.7457619,-121.6582839,,,,,237,778,Altamont,1/19/81,
218190,Altimori Ranch,Locale,CA,6,Sonoma,97,383144N,1230350W,38.5288016,-123.0638904,,,,,32,105,Cazadero,1/19/81,
218191,Alto,Populated Place,CA,6,Marin,41,375416N,1223132W,37.9043701,-122.5255306,,,,,5,16,San Rafael,1/19/81,6/29/15
218195,Alum Rock,Pillar,CA,6,Santa Clara,85,372343N,1214841W,37.395217,-121.8113421,,,,,174,571,Calaveras Reservoir,1/19/81,
218196,Alum Rock,Populated Place,CA,6,Santa Clara,85,372158N,1214938W,37.3660513,-121.8271756,,,,,46,151,San Jose East,1/19/81,3/21/08
218198,Alum Rock Canyon,Valley,CA,6,Santa Clara,85,372341N,1214946W,37.3946616,-121.8293983,372224N,1214553W,37.3732728,-121.7646735,85,279,Calaveras Reservoir,1/19/81,
218199,Alum Rock Park,Park,CA,6,Santa Clara,85,372352N,1214759W,37.3977168,-121.7996751,,,,,205,673,Calaveras Reservoir,1/19/81,
218200,Alvarado Park,Park,CA,6,Contra Costa,13,375712N,1221912W,37.953257,-122.3199702,,,,,77,253,Richmond,1/19/81,
218205,Alvirez Field,Flat,CA,6,Santa Clara,85,371345N,1214544W,37.2291108,-121.7621718,,,,,70,230,Santa Teresa Hills,1/19/81,
218206,Alvisa Canyon,Valley,CA,6,San Benito,69,363828N,1211717W,36.6410728,-121.2879851,363753N,1211844W,36.6313889,-121.3122222,424,1391,Paicines,1/19/81,
218207,Alviso Ridge,Ridge,CA,6,Mendocino,45,394137N,1234549W,39.6934903,-123.7636296,,,,,352,1155,Westport,1/19/81,6/8/16
218209,Alviso Slough,Gut,CA,6,Santa Clara,85,372637N,1220020W,37.4435508,-122.0055163,,,,,0,0,Mountain View,1/19/81,6/29/15
218215,Amador Valley,Basin,CA,6,Alameda,1,374059N,1215256W,37.6829861,-121.8821791,,,,,102,335,Dublin,1/19/81,
218217,Amaya Creek,Stream,CA,6,Santa Cruz,87,370430N,1215531W,37.0749481,-121.9252354,370622N,1215445W,37.1061111,-121.9125,155,509,Laurel,1/19/81,
218222,Ambrosini Ranch,Locale,CA,6,Humboldt,23,402708N,1241419W,40.4523551,-124.238661,,,,,400,1312,Taylor Peak,1/19/81,
218228,American Canyon,Valley,CA,6,Napa,55,381148N,1220905W,38.1965831,-122.1513573,380953N,1221243W,38.1647222,-122.2119444,24,79,Cordelia,1/19/81,
218229,American Canyon Creek,Stream,CA,6,Napa,55,380949N,1221632W,38.1635293,-122.275527,380901N,1221156W,38.1501959,-122.198858,1,3,Cuttings Wharf,1/19/81,
218240,Ames Opening,Flat,CA,6,Mendocino,45,393331N,1233433W,39.5584938,-123.5758479,,,,,565,1854,Sherwood Peak,1/19/81,
218245,Anchor Creek,Stream,CA,6,Sonoma,97,384932N,1230552W,38.8254617,-123.0977807,385040N,1230510W,38.8444444,-123.0861111,186,610,Cloverdale,1/19/81,
218247,Anderson Canyon,Valley,CA,6,Napa,55,383920N,1221425W,38.6554606,-122.2402538,383937N,1221138W,38.6602778,-122.1938889,171,561,Brooks,1/19/81,
218249,Anderson Cliff,Cliff,CA,6,Mendocino,45,395204N,1235431W,39.8676499,-123.908635,,,,,69,226,Mistake Point,1/19/81,
218252,Anderson Creek,Stream,CA,6,Mendocino,45,395648N,1235356W,39.9465363,-123.8989141,395635N,1235647W,39.9430556,-123.9463889,255,837,Bear Harbor,1/19/81,6/8/16
218253,Anderson Creek,Stream,CA,6,Humboldt,23,400153N,1235721W,40.0312554,-123.9558615,400139N,1235828W,40.0275,-123.9744444,298,978,Briceland,1/19/81,6/8/16
218254,Anderson Creek,Stream,CA,6,Humboldt,23,401210N,1234640W,40.2026429,-123.77781,401242N,1234501W,40.2116667,-123.7502778,77,253,Miranda,1/19/81,6/8/16
218257,Anderson Gulch,Valley,CA,6,Mendocino,45,391439N,1234012W,39.2440648,-123.670012,391428N,1234046W,39.2411111,-123.6794444,40,131,Elk,1/19/81,
218258,Anderson Gulch,Valley,CA,6,Mendocino,45,391520N,1233038W,39.2554497,-123.5105661,391515N,1233158W,39.2541667,-123.5327778,110,361,Comptche,1/19/81,
218260,Anderson Gulch,Valley,CA,6,Mendocino,45,395108N,1235320W,39.852095,-123.8889122,395157N,1235215W,39.8657058,-123.8708567,5,16,Mistake Point,1/19/81,
218262,Anderson Lake,Reservoir,CA,6,Santa Clara,85,371014N,1213709W,37.1706316,-121.6190689,,,,,191,627,Mount Sizer,1/19/81,3/7/19
218272,Anderson Valley,Valley,CA,6,Mendocino,45,390512N,1232846W,39.0865657,-123.4794542,385929N,1232105W,38.991289,-123.3513971,51,167,Philo,1/19/81,6/8/16
218281,Angel Island,Island,CA,6,Marin,41,375146N,1222555W,37.8627046,-122.4319164,,,,,140,459,San Francisco North,1/19/81,6/29/15
218282,Angel Island State Park,Park,CA,6,Marin,41,375151N,1222555W,37.8640935,-122.4319164,,,,,62,203,San Francisco North,1/19/81,
218283,Angel Ranch,Locale,CA,6,Humboldt,23,405117N,1235525W,40.8548531,-123.9236688,,,,,454,1489,Korbel,1/19/81,
218286,Anita Rock,Bar,CA,6,San Francisco,75,374855N,1222727W,37.8152778,-122.4575,,,,,0,0,San Francisco North,1/19/81,6/29/15
218287,Anna Belcher Creek,Stream,CA,6,Sonoma,97,384431N,1224616W,38.7418518,-122.7711031,384526N,1224558W,38.7571291,-122.766103,619,2031,Jimtown,1/19/81,
218291,Año Nuevo State Park,Park,CA,6,San Mateo,81,371025N,1221947W,37.17371,-122.32978,,,,,145,476,Franklin Point,1/19/81,8/24/12
218295,Antelope Creek,Stream,CA,6,San Benito,69,363843N,1210146W,36.6452339,-121.0293566,364110N,1210008W,36.6861111,-121.0022222,599,1965,Panoche Pass,1/19/81,4/21/15
218304,Antioch City Park,Park,CA,6,Contra Costa,13,380038N,1214824W,38.0104769,-121.8066225,,,,,7,23,Antioch North,1/19/81,
218305,Antioch Municipal Reservoir,Reservoir,CA,6,Contra Costa,13,375830N,1214829W,37.9751357,-121.8079371,,,,,52,171,Antioch South,1/19/81,4/11/19
218306,Antioch Point,Cape,CA,6,Contra Costa,13,380126N,1214932W,38.0238097,-121.8255121,,,,,1,3,Antioch North,1/19/81,
218307,Anton Lyons Ranch,Locale,CA,6,Humboldt,23,411103N,1235517W,41.1842917,-123.9214551,,,,,735,2411,Bald Hills,1/19/81,
218309,Antone Creek,Stream,CA,6,Humboldt,23,402609N,1241224W,40.4359672,-124.2067155,402505N,1241339W,40.4180556,-124.2275,139,456,Taylor Peak,1/19/81,6/8/16
218312,Anza Expedition Historical Marker,Park,CA,6,San Mateo,81,373344N,1221942W,37.5621584,-122.3283033,,,,,10,33,San Mateo,1/19/81,
218314,Lake Anza,Reservoir,CA,6,Contra Costa,13,375346N,1221501W,37.8960714,-122.2502279,,,,,240,787,Richmond,1/19/81,7/9/19
218315,Anzar Lake,Lake,CA,6,San Benito,69,365322N,1213605W,36.8894373,-121.60128,,,,,114,374,Chittenden,1/19/81,4/3/20
218316,Apperson Creek,Stream,CA,6,Alameda,1,373349N,1215000W,37.5635453,-121.8332887,373232N,1214804W,37.5422222,-121.8011111,148,486,La Costa Valley,1/19/81,
218317,Apperson Ridge,Ridge,CA,6,Alameda,1,373208N,1214727W,37.5354903,-121.7907873,,,,,723,2372,La Costa Valley,1/19/81,
218318,Apple Tree Canyon,Valley,CA,6,Napa,55,383403N,1220912W,38.5674064,-122.1533067,383402N,1220814W,38.5672222,-122.1372222,219,718,Lake Berryessa,1/19/81,
218319,Apple Tree Ridge,Ridge,CA,6,Humboldt,23,402023N,1241509W,40.3398575,-124.2525474,,,,,456,1496,Petrolia,1/19/81,6/8/16
218321,Appleby Bay,Swamp,CA,6,Napa,55,381133N,1222026W,38.1924174,-122.3405298,,,,,1,3,Cuttings Wharf,1/19/81,
218325,Appletree Gulch,Valley,CA,6,San Mateo,81,372532N,1221630W,37.4256088,-122.2748804,372504N,1221706W,37.4178594,-122.2850247,133,436,Woodside,1/19/81,7/21/18
218327,Agua Caliente Creek,Stream,CA,6,Sonoma,97,381811N,1222901W,38.3029699,-122.4835921,382133N,1222700W,38.3591667,-122.45,27,89,Sonoma,1/19/81,8/29/19
218329,Aquatic Park,Park,CA,6,San Francisco,75,374824N,1222526W,37.8065952,-122.4238603,,,,,3,10,San Francisco North,1/19/81,
218331,Arana Gulch,Valley,CA,6,Santa Cruz,87,365900N,1215941W,36.9832834,-121.9946839,370145N,1215825W,37.0291157,-121.9735716,8,26,Soquel,1/19/81,
218335,Arastradero Creek,Stream,CA,6,Santa Clara,85,372303N,1220958W,37.3840712,-122.1661234,372204N,1221029W,37.3677185,-122.174687,79,259,Palo Alto,1/19/81,9/6/11
218337,Arbor Camp Ridge,Ridge,CA,6,Humboldt,23,410633N,1235221W,41.1092456,-123.8725445,,,,,958,3143,Hupa Mountain,1/19/81,5/6/17
218343,Arcata Bottoms,Flat,CA,6,Humboldt,23,405259N,1240720W,40.8831822,-124.1222856,,,,,3,10,Arcata North,1/19/81,12/4/13
218344,Arcata Channel,Channel,CA,6,Humboldt,23,404927N,1240905W,40.8242934,-124.1514511,,,,,0,0,Eureka,1/19/81,
218345,Arch of the Navarro,Arch,CA,6,Mendocino,45,391129N,1234555W,39.1912906,-123.7652927,,,,,0,0,Albion,1/19/81,
218347,Arched Rock,Arch,CA,6,Sonoma,97,382210N,1230431W,38.3693604,-123.0752801,,,,,1,3,Bodega Head,1/19/81,2/14/12
218348,Arched Rock,Arch,CA,6,Sonoma,97,382558N,1230735W,38.4326925,-123.1263927,,,,,25,82,Arched Rock,1/19/81,2/14/12
218349,Arched Rock Beach,Beach,CA,6,Sonoma,97,382204N,1230422W,38.3676938,-123.0727801,,,,,1,3,Bodega Head,1/19/81,
218350,Archibald Creek,Stream,CA,6,Santa Cruz,87,370315N,1221335W,37.0541155,-122.2263584,370339N,1221152W,37.0608333,-122.1977778,7,23,Davenport,1/19/81,4/21/15
218351,Arco Grove of the Giants,Area,CA,6,Humboldt,23,411236N,1240030W,41.2101243,-124.0084023,,,,,48,157,Rodgers Peak,1/19/81,
218356,Arena Cove,Bay,CA,6,Mendocino,45,385450N,1234248W,38.9137983,-123.7133513,,,,,0,0,Point Arena,1/19/81,6/8/16
218357,Arena Rock,Island,CA,6,Mendocino,45,385833N,1234456W,38.9757421,-123.7489093,,,,,0,0,Point Arena,1/19/81,
218362,Argonne Playground,Park,CA,6,San Francisco,75,374646N,1222840W,37.7793741,-122.4777496,,,,,47,154,San Francisco North,1/19/81,
218372,Arlynda Corners,Populated Place,CA,6,Humboldt,23,403541N,1241518W,40.5948513,-124.2550558,,,,,4,13,Ferndale,1/19/81,12/6/13
