FEATURE_ID,FEATURE_NAME,FEATURE_CLASS,STATE_ALPHA,STATE_NUMERIC,COUNTY_NAME,COUNTY_NUMERIC,PRIMARY_LAT_DMS,PRIM_LONG_DMS,PRIM_LAT_DEC,PRIM_LONG_DEC,SOURCE_LAT_DMS,SOURCE_LONG_DMS,SOURCE_LAT_DEC,SOURCE_LONG_DEC,ELEV_IN_M,ELEV_IN_FT,MAP_NAME,DATE_CREATED,DATE_EDITED
1121353,Grays Bay Light,Locale,WA,53,Pacific,49,461600N,1234359W,46.2667736,-123.7329197,,,,,0,0,Rosburg,9/10/79,
1132753,Julia Butler Hansen Refuge for the Columbian White-tailed Deer,Park,WA,53,Wahkiakum,69,461457N,1232505W,46.2491665,-123.4180044,,,,,2,7,Cathlamet,5/22/86,7/9/20
1502904,Cannery Slough,Bay,WA,53,Pacific,49,464310N,1240152W,46.7194107,-124.0311156,,,,,0,0,North Cove,9/10/79,5/6/19
1502905,Charley Creek,Stream,WA,53,Grays Harbor,27,465711N,1235034W,46.9531485,-123.8426668,465432N,1234441W,46.9089845,-123.7446085,1,3,Aberdeen,9/10/79,
1502909,Kindred Slough,Swamp,WA,53,Pacific,49,464331N,1240003W,46.7251524,-124.0008394,,,,,2,7,North Cove,9/10/79,5/6/19
1502912,P and E Ridge,Ridge,WA,53,Pacific,49,463603N,1233155W,46.6009358,-123.5318219,,,,,338,1109,Lebam,9/10/79,
1502914,Penny Creek,Stream,WA,53,Pacific,49,463309N,1233209W,46.5526032,-123.5357095,463353N,1232847W,46.5648253,-123.4795971,61,200,Lebam,12/31/92,
1502924,Abbey Island,Island,WA,53,Jefferson,31,474253N,1242517W,47.7148005,-124.4213104,,,,,34,112,Destruction Island,9/10/79,11/25/16
1502925,Abe Creek,Stream,WA,53,Wahkiakum,69,461052N,1232055W,46.1812212,-123.3487373,461114N,1231955W,46.1872222,-123.3319444,18,59,Nassa Point,9/10/79,
1502927,Aberdeen Gardens,Locale,WA,53,Grays Harbor,27,470332N,1234617W,47.0589812,-123.7712775,,,,,16,52,Aberdeen Gardens,9/10/79,
1502931,Abrams Park,Park,WA,53,Clark,11,454906N,1224415W,45.8184483,-122.7376009,,,,,14,46,Ridgefield,9/10/79,
1502934,Active Cove,Bay,WA,53,San Juan,55,484708N,1225804W,48.7856404,-122.9677566,,,,,0,0,Sucia Island,9/10/79,4/21/19
1502939,Adamson Ranch,Locale,WA,53,Pacific,49,462248N,1240100W,46.3801001,-124.0165458,,,,,12,39,Ocean Park,9/10/79,
1502943,Admiralty Bay,Bay,WA,53,Island,29,480928N,1223831W,48.1576549,-122.6419578,,,,,0,0,Coupeville,9/10/79,5/17/19
1502944,Admiralty Head,Cape,WA,53,Island,29,480919N,1224046W,48.155374,-122.679333,,,,,5,16,Coupeville,9/10/79,11/25/16
1502947,Agate Beach County Park,Park,WA,53,San Juan,55,482543N,1225236W,48.4287109,-122.8765656,,,,,9,30,Richardson,9/10/79,
1502948,Agate Pass Bridge,Bridge,WA,53,Kitsap,35,474243N,1223358W,47.7120404,-122.5659729,,,,,0,0,Suquamish,9/10/79,
1502949,Agate Passage,Bay,WA,53,Kitsap,35,474306N,1223334W,47.7184191,-122.5595405,,,,,0,0,Suquamish,9/10/79,5/17/19
1502950,Agate Point,Cape,WA,53,Kitsap,35,474313N,1223255W,47.7203741,-122.5487493,,,,,8,26,Suquamish,9/10/79,
1502951,Agency Creek,Stream,WA,53,Clallam,9,482224N,1243526W,48.3734019,-124.5905135,482124N,1243533W,48.3566667,-124.5925,0,0,Neah Bay,9/10/79,
1502953,Ahlstroms Prairie,Flat,WA,53,Clallam,9,480927N,1244227W,48.157564,-124.7074575,,,,,48,157,Ozette,9/10/79,
1502959,Albers Slough,Stream,WA,53,Pacific,49,462327N,1240102W,46.3909333,-124.0171018,462236N,1240106W,46.3766667,-124.0183333,1,3,Ocean Park,9/10/79,
1502961,Alden Point,Cape,WA,53,San Juan,55,484720N,1225817W,48.7889941,-122.9712994,,,,,9,30,Sucia Island,9/10/79,12/6/16
1502963,Alder Creek,Stream,WA,53,Pacific,49,462531N,1232739W,46.4253835,-123.4607001,462516N,1232915W,46.4211111,-123.4875,151,495,Blaney Creek,9/10/79,
1502965,Alder Creek,Stream,WA,53,Grays Harbor,27,464910N,1233459W,46.8195429,-123.5829385,464844N,1233550W,46.8122222,-123.5972222,47,154,Brooklyn,9/10/79,
1502969,Alder Creek,Stream,WA,53,Pacific,49,462615N,1234041W,46.4376042,-123.6779289,463045N,1233933W,46.5126029,-123.659044,90,295,Upper Naselle River,9/10/79,
1502976,Aleck Bay,Bay,WA,53,San Juan,55,482535N,1225110W,48.4264874,-122.8528219,,,,,0,0,Lopez Pass,9/10/79,4/21/19
1502977,Aleck Rocks,Island,WA,53,San Juan,55,482522N,1225101W,48.4228779,-122.8501765,,,,,1,3,Lopez Pass,9/10/79,12/6/16
1502979,Alexander Island,Island,WA,53,Jefferson,31,474754N,1243024W,47.7984094,-124.5065935,,,,,11,36,Toleak Point,9/10/79,
1502980,Alger Creek,Stream,WA,53,Wahkiakum,69,461530N,1232505W,46.2584429,-123.4181862,461709N,1232321W,46.2858333,-123.3891667,3,10,Skamokawa,9/10/79,
1502981,Alger Truck Trail,Trail,WA,53,Wahkiakum,69,462011N,1232621W,46.3364967,-123.4393039,,,,,131,430,Skamokawa,9/10/79,
1502982,Alice Bight,Bay,WA,53,Skagit,57,482856N,1224120W,48.4823506,-122.6887881,,,,,1,3,Deception Pass,9/10/79,5/17/19
1502992,Alki Beach,Beach,WA,53,King,33,473445N,1222437W,47.5792647,-122.4104064,,,,,3,10,Duwamish Head,9/10/79,
1502995,Allan Island,Island,WA,53,Skagit,57,482752N,1224223W,48.4645469,-122.7062859,,,,,61,200,Deception Pass,9/10/79,12/6/16
1502996,Allan Pass,Bay,WA,53,Skagit,57,482819N,1224221W,48.4719047,-122.7057747,,,,,2,7,Deception Pass,9/10/79,5/17/19
1502998,Allen Canyon,Valley,WA,53,Clark,11,455109N,1224322W,45.8526148,-122.722879,454923N,1224050W,45.8230556,-122.6805556,6,20,Ridgefield,9/10/79,
1502999,Allen Creek,Stream,WA,53,Snohomish,61,480222N,1221000W,48.0395414,-122.1668031,480353N,1220702W,48.0648204,-122.1173578,0,0,Marysville,9/10/79,
1503001,Allen Point,Cape,WA,53,Pierce,53,472032N,1224013W,47.3423184,-122.6704106,,,,,6,20,Fox Island,9/10/79,
1503002,Allens Bay,Bay,WA,53,Clallam,9,480401N,1243939W,48.0668624,-124.6608967,,,,,10,33,Allens Bay,9/10/79,4/9/19
1503003,Allens Bay Trail,Trail,WA,53,Clallam,9,480249N,1244025W,48.0470132,-124.6735579,,,,,31,102,Allens Bay,9/10/79,
1503004,Allens Slough,Stream,WA,53,Clallam,9,480341N,1243951W,48.0614576,-124.6641141,480313N,1244006W,48.0536111,-124.6683333,10,33,Allens Bay,9/10/79,
1503005,Allentown Bridge,Bridge,WA,53,King,33,472926N,1221646W,47.4906548,-122.2795677,,,,,4,13,Des Moines,9/10/79,
1503012,Altoona,Populated Place,WA,53,Wahkiakum,69,461600N,1233923W,46.2667745,-123.6562504,,,,,14,46,Rosburg,9/10/79,1/29/11
1503014,American Lake,Lake,WA,53,Pierce,53,470747N,1223347W,47.1298577,-122.5630201,,,,,73,239,Steilacoom,9/10/79,5/17/19
1503016,Ames Lake,Lake,WA,53,King,33,473825N,1215732W,47.6403102,-121.9589924,,,,,73,239,Carnation,9/10/79,5/14/19
1503019,Amsterdam Bay,Bay,WA,53,Pierce,53,470934N,1224325W,47.1595618,-122.7235849,,,,,0,0,McNeil Island,9/10/79,5/17/19
1503020,Anaco Beach,Beach,WA,53,Skagit,57,482910N,1224003W,48.4862144,-122.6673957,,,,,3,10,Deception Pass,9/10/79,
1503024,Anderson Cove,Bay,WA,53,Kitsap,35,473446N,1223850W,47.5795394,-122.6472238,,,,,0,0,Bremerton West,9/10/79,5/17/19
1503025,Anderson Creek,Stream,WA,53,Kitsap,35,473140N,1224100W,47.5278725,-122.6831953,473010N,1224152W,47.5027778,-122.6977778,1,3,Bremerton West,9/10/79,
1503026,Anderson Creek,Stream,WA,53,Snohomish,61,475008N,1220410W,47.835654,-122.0695707,474814N,1220347W,47.8038889,-122.0630556,13,43,Maltby,9/10/79,
1503027,Anderson Creek,Stream,WA,53,Whatcom,73,485203N,1221913W,48.8676158,-122.3201595,484634N,1221727W,48.7761111,-122.2908333,38,125,Lawrence,9/10/79,
1503028,Anderson Island,Island,WA,53,Pierce,53,470935N,1224222W,47.1598188,-122.706242,,,,,45,148,McNeil Island,9/10/79,6/23/15
1503030,Anderson Point,Cape,WA,53,Kitsap,35,472620N,1223200W,47.4389864,-122.5334636,,,,,2,7,Olalla,9/10/79,
1503031,Anderson Point,Cape,WA,53,Clallam,9,481750N,1244052W,48.2972852,-124.6810744,,,,,43,141,Makah Bay,9/10/79,
1503034,Andrews Bay,Bay,WA,53,San Juan,55,483255N,1230949W,48.5485816,-123.1635773,,,,,0,0,Roche Harbor,9/10/79,4/21/19
1503035,Andrews Creek,Stream,WA,53,Grays Harbor,27,465014N,1240123W,46.8373152,-124.0229484,464738N,1240144W,46.7938889,-124.0288889,2,7,Grayland,9/10/79,
1503037,Angle Lake,Lake,WA,53,King,33,472541N,1221709W,47.4281723,-122.2858046,,,,,107,351,Des Moines,9/10/79,5/15/19
1503044,Apple Cove Point,Cape,WA,53,Kitsap,35,474856N,1222859W,47.8156514,-122.4831925,,,,,2,7,Edmonds West,9/10/79,
1503045,Appletree Cove,Bay,WA,53,Kitsap,35,474725N,1222946W,47.7903812,-122.4961655,,,,,0,0,Edmonds West,9/10/79,5/17/19
1503047,Arbor Lake,Lake,WA,53,King,33,472935N,1221947W,47.4929389,-122.3297289,,,,,111,364,Des Moines,9/10/79,5/17/19
1503052,Archawat,Locale,WA,53,Clallam,9,482129N,1244224W,48.3581179,-124.7066324,,,,,5,16,Makah Bay,9/10/79,
1503053,Archawat Creek,Stream,WA,53,Clallam,9,482135N,1244226W,48.3597846,-124.7071879,482216N,1244156W,48.3711111,-124.6988889,10,33,Makah Bay,9/10/79,
1503054,Archer Creek,Stream,WA,53,Grays Harbor,27,464759N,1233208W,46.7998215,-123.5354375,464902N,1232803W,46.8173214,-123.4673798,51,167,Brooklyn,9/10/79,
1503059,Armitage Island,Island,WA,53,San Juan,55,483206N,1224747W,48.5351024,-122.7962895,,,,,28,92,Blakely Island,9/10/79,
1503061,Armstrong Creek,Stream,WA,53,Snohomish,61,481241N,1220903W,48.2114895,-122.150699,481454N,1220816W,48.2483333,-122.1377778,16,52,Arlington West,9/10/79,
1503064,Arnold Park,Park,WA,53,Clark,11,453901N,1223837W,45.6503948,-122.6437081,,,,,31,102,Vancouver,9/10/79,
1503066,Arrow Lake,Lake,WA,53,King,33,472536N,1222019W,47.4266792,-122.3385873,,,,,80,262,Des Moines,9/10/79,5/17/19
1503067,Arrow Point,Cape,WA,53,Kitsap,35,474027N,1223413W,47.6742627,-122.5704166,,,,,8,26,Suquamish,9/10/79,
1503068,Arrowhead Beach,Locale,WA,53,Snohomish,61,481611N,1222743W,48.2698223,-122.4618264,,,,,1,3,Utsalady,9/10/79,
1503071,Artondale Creek,Stream,WA,53,Pierce,53,471755N,1223706W,47.2987082,-122.6184631,471820N,1223814W,47.3056523,-122.6373528,1,3,Gig Harbor,9/10/79,
1503078,Atlantic City Park,Park,WA,53,King,33,473138N,1221544W,47.5273214,-122.2623454,,,,,9,30,Seattle South,9/10/79,
1503079,Atwood Creek,Stream,WA,53,Grays Harbor,27,465205N,1235642W,46.8681489,-123.944891,464951N,1235640W,46.8308333,-123.9444444,5,16,Western,9/10/79,
1503084,Austin Creek,Stream,WA,53,Whatcom,73,484314N,1221921W,48.7206666,-122.3223849,484048N,1222122W,48.68,-122.3561111,95,312,Lake Whatcom,9/10/79,
1503089,Baada Point,Cape,WA,53,Clallam,9,482223N,1243527W,48.3731241,-124.5907913,,,,,0,0,Neah Bay,9/10/79,6/23/15
1503093,Baby Island,Island,WA,53,Clallam,9,480300N,1243747W,48.0500701,-124.6296669,,,,,10,33,Allens Bay,9/10/79,
1503095,Bachelor Island,Island,WA,53,Clark,11,454908N,1224631W,45.8190037,-122.7753796,,,,,5,16,Saint Helens,9/10/79,6/23/15
1503096,Bachelor Island Shoal,Bar,WA,53,Clark,11,454935N,1224720W,45.8265036,-122.7889912,,,,,2,7,Saint Helens,9/10/79,
1503097,Bachelor Island Slough,Lake,WA,53,Clark,11,454828N,1224548W,45.8078534,-122.7632243,,,,,5,16,Saint Helens,9/10/79,4/3/19
1503098,Bachelor Point,Cape,WA,53,Clark,11,454740N,1224638W,45.7945593,-122.7773237,,,,,2,7,Saint Helens,9/10/79,
1503117,Bagshaw Field,Park,WA,53,Snohomish,61,475906N,1221200W,47.9850958,-122.2001352,,,,,27,89,Everett,9/10/79,
1503118,Bahobohosh Point,Cape,WA,53,Clallam,9,481942N,1243938W,48.3283978,-124.6605178,,,,,0,0,Makah Bay,9/10/79,
1503121,Bailey Peninsula,Cape,WA,53,King,33,473317N,1221504W,47.5548214,-122.2512343,,,,,38,125,Seattle South,9/10/79,
1503125,Bainbridge Grange,Populated Place,WA,53,Kitsap,35,473921N,1223114W,47.6559302,-122.5206897,,,,,26,85,Suquamish,9/10/79,
1503126,Bainbridge Island,Island,WA,53,Kitsap,35,473834N,1223232W,47.6428744,-122.5423578,,,,,59,194,Suquamish,9/10/79,
1503127,Baird Cove,Bay,WA,53,Thurston,67,470950N,1224832W,47.1638645,-122.808752,,,,,0,0,Longbranch,9/10/79,5/17/19
1503130,Baker Creek,Stream,WA,53,Grays Harbor,27,471709N,1241313W,47.285917,-124.2201812,471701N,1241152W,47.2836111,-124.1977778,14,46,Shale Slough,9/10/79,
1503133,Baker Prairie,Flat,WA,53,Thurston,67,465006N,1230445W,46.8350996,-123.0790292,,,,,46,151,Rochester,9/10/79,
1503134,Baker Prairie,Flat,WA,53,Grays Harbor,27,471718N,1241028W,47.2884175,-124.1743469,,,,,67,220,Shale Slough,9/10/79,
1503135,Baker Reservoir,Reservoir,WA,53,Whatcom,73,484103N,1224013W,48.6842506,-122.6702964,,,,,129,423,Lummi Island,9/10/79,4/17/19
1503136,Bakers Reef,Bar,WA,53,Whatcom,73,484101N,1224042W,48.6837173,-122.6782341,,,,,0,0,Lummi Island,9/10/79,
1503138,Balch Passage,Bay,WA,53,Pierce,53,471120N,1224114W,47.1887846,-122.6872882,,,,,0,0,McNeil Island,9/10/79,5/17/19
1503139,Bald Bluff,Cliff,WA,53,San Juan,55,483320N,1224937W,48.5556579,-122.8268459,,,,,62,203,Blakely Island,9/10/79,
1503143,Bald Ridge,Ridge,WA,53,Pacific,49,462009N,1234537W,46.335959,-123.760207,,,,,232,761,Knappton,9/10/79,8/10/18
1503145,Baldwin Point,Cape,WA,53,Pierce,53,471323N,1224001W,47.2231524,-122.6670741,,,,,0,0,McNeil Island,9/10/79,
1503146,Baldwin Slough,Stream,WA,53,Pacific,49,462706N,1235649W,46.4517671,-123.9468252,462635N,1235850W,46.4430556,-123.9805556,3,10,Long Island,9/10/79,
1503151,Ballard Playground,Park,WA,53,King,33,474021N,1222329W,47.6725978,-122.3915182,,,,,29,95,Shilshole Bay,9/10/79,
1503154,Ballon Creek,Stream,WA,53,Grays Harbor,27,465118N,1235529W,46.855094,-123.9246126,465014N,1235409W,46.8372222,-123.9025,19,62,Western,9/10/79,
1503157,Bangor Station,Locale,WA,53,Kitsap,35,474031N,1224312W,47.6753715,-122.7198737,,,,,89,292,Poulsbo,9/10/79,
1503161,Barberton,Populated Place,WA,53,Clark,11,454135N,1223556W,45.6931723,-122.5989858,,,,,76,249,Orchards,9/10/79,3/21/08
1503162,Barbour Creek,Stream,WA,53,Clallam,9,480610N,1243057W,48.102851,-124.5157752,480523N,1243114W,48.0897222,-124.5205556,60,197,Dickey Lake,9/10/79,
1503163,Bare Island,Island,WA,53,San Juan,55,484345N,1230053W,48.7292706,-123.014632,,,,,1,3,Waldron Island,9/10/79,6/23/15
1503168,Barker Creek,Stream,WA,53,Kitsap,35,473812N,1224022W,47.6367612,-122.6726454,474042N,1223931W,47.6783333,-122.6586111,0,0,Poulsbo,9/10/79,
1503169,Barlow Bay,Bay,WA,53,San Juan,55,482604N,1225221W,48.4344241,-122.8725951,,,,,2,7,Lopez Pass,9/10/79,4/21/19
1503170,Barlow Creek,Stream,WA,53,Grays Harbor,27,465213N,1240101W,46.87037,-124.0168373,465122N,1235932W,46.8562041,-123.9921144,2,7,Grayland,9/10/79,
1503171,Barlow Island,Island,WA,53,Pierce,53,470705N,1223430W,47.1181532,-122.5751261,,,,,71,233,Fort Lewis,9/10/79,
1503174,Barnabie Point,Cape,WA,53,King,33,473438N,1221203W,47.5773216,-122.200956,,,,,5,16,Mercer Island,9/10/79,
1503177,Barnes Creek,Stream,WA,53,Whatcom,73,483951N,1222232W,48.6642759,-122.375442,484023N,1222122W,48.6730556,-122.3561111,87,285,Lake Whatcom,9/10/79,
1503179,Barnes Island,Island,WA,53,San Juan,55,484201N,1224631W,48.7003835,-122.7751832,,,,,30,98,Mount Constitution,9/10/79,
1503180,Barnes Lake,Lake,WA,53,Thurston,67,470014N,1225458W,47.0038909,-122.9160738,,,,,48,157,Tumwater,9/10/79,5/16/19
1503184,Barney Lake,Lake,WA,53,Skagit,57,482651N,1221710W,48.4475005,-122.2860497,,,,,7,23,Mount Vernon,9/10/79,5/14/19
1503186,Barnum Point,Cape,WA,53,Island,29,481136N,1222744W,48.1934314,-122.4621006,,,,,8,26,Juniper Beach,9/10/79,
1503188,Barren Island,Island,WA,53,San Juan,55,483722N,1230938W,48.6228774,-123.1604659,,,,,1,3,Roche Harbor,9/10/79,
1503189,Barrett Lake,Reservoir,WA,53,Whatcom,73,485053N,1223330W,48.8481251,-122.5584283,,,,,7,23,Ferndale,9/10/79,4/21/19
1503191,Bartlett Beach,Locale,WA,53,Whatcom,73,485404N,1222845W,48.9012245,-122.4790542,,,,,18,59,Lynden,9/10/79,
1503192,Basalt Point,Cape,WA,53,Jefferson,31,475732N,1224034W,47.95898,-122.6759918,,,,,0,0,Port Ludlow,9/10/79,6/23/15
1503194,Bass Point,Cape,WA,53,Kitsap,35,473556N,1223942W,47.5989837,-122.6615314,,,,,0,0,Bremerton West,9/10/79,
1503198,Batt Slough,Lake,WA,53,Snohomish,61,475332N,1220603W,47.892218,-122.1009142,,,,,4,13,Snohomish,9/10/79,5/14/19
1503199,Battersby Field,Park,WA,53,Whatcom,73,484527N,1222857W,48.7576086,-122.4823914,,,,,22,72,Bellingham North,9/10/79,
1503201,Battle Point,Cape,WA,53,Kitsap,35,473946N,1223537W,47.6628735,-122.5934736,,,,,0,0,Suquamish,9/10/79,
1503202,Battleship Island,Island,WA,53,San Juan,55,483728N,1231107W,48.6245436,-123.1851889,,,,,9,30,Roche Harbor,9/10/79,6/23/15
1503206,Bay Center Channel,Bay,WA,53,Pacific,49,463835N,1235807W,46.6429856,-123.9686643,,,,,0,0,Bay Center,9/10/79,5/6/19
1503207,Bay Center Cutoff Channel,Bay,WA,53,Pacific,49,463909N,1235703W,46.6524738,-123.9509467,,,,,0,0,Bay Center,9/10/79,5/6/19
1503208,Bay City,Populated Place,WA,53,Grays Harbor,27,465152N,1240334W,46.8645361,-124.0593381,,,,,12,39,Grayland,9/10/79,11/8/06
1503209,Bay Lake,Lake,WA,53,Pierce,53,471439N,1224529W,47.244206,-122.7579453,,,,,10,33,Longbranch,9/10/79,5/17/19
1503211,Bayview Playground,Park,WA,53,King,33,473837N,1222312W,47.643709,-122.3867954,,,,,63,207,Shilshole Bay,9/10/79,
1503212,Bazalgette Point,Cape,WA,53,San Juan,55,483618N,1230959W,48.6050992,-123.1662987,,,,,7,23,Roche Harbor,9/10/79,
1503213,Beach Creek,Stream,WA,53,Clallam,9,482319N,1244141W,48.3886746,-124.6946873,482219N,1244101W,48.3720082,-124.6835753,0,0,Cape Flattery,9/10/79,8/20/15
1503214,Beach Trail 5,Trail,WA,53,Jefferson,31,473954N,1242341W,47.665079,-124.3946413,,,,,8,26,Destruction Island,9/10/79,
1503215,Beach Trail 6,Trail,WA,53,Jefferson,31,474047N,1242415W,47.679801,-124.4040866,,,,,20,66,Destruction Island,9/10/79,
1503216,Beach Trail 7,Trail,WA,53,Jefferson,31,474110N,1242428W,47.6861898,-124.407698,,,,,8,26,Destruction Island,9/10/79,
1503217,Bean Creek,Stream,WA,53,Pacific,49,461830N,1234800W,46.3084383,-123.7998688,461702N,1234930W,46.2838889,-123.825,24,79,Knappton,9/10/79,
1503218,Beane Creek,Stream,WA,53,Pierce,53,470141N,1220841W,47.028158,-122.1448353,470232N,1220846W,47.0422222,-122.1461111,268,879,Orting,9/10/79,
1503219,Beans Point,Cape,WA,53,Kitsap,35,473429N,1223120W,47.5748194,-122.5223549,,,,,2,7,Bremerton East,9/10/79,
1503220,Bear Branch,Stream,WA,53,Pacific,49,462008N,1235602W,46.3356575,-123.9337634,461652N,1235243W,46.2811111,-123.8786111,7,23,Chinook,9/10/79,
1503227,Bear Creek,Stream,WA,53,Snohomish,61,474516N,1221007W,47.7545429,-122.1687361,475116N,1220953W,47.8544444,-122.1647222,7,23,Bothell,9/10/79,
1503229,Bear Creek,Stream,WA,53,Skagit,57,483837N,1222205W,48.6437202,-122.3679414,483837N,1222427W,48.6437196,-122.4073874,83,272,Lake Whatcom,9/10/79,
1503232,Bear Creek,Stream,WA,53,Grays Harbor,27,465954N,1234804W,46.998426,-123.8009995,470212N,1234607W,47.0367593,-123.7684993,3,10,Aberdeen,9/10/79,
1503233,Bear Creek,Stream,WA,53,King,33,474005N,1220735W,47.6681548,-122.1265119,474549N,1220332W,47.7637101,-122.059013,9,30,Kirkland,9/10/79,
1503235,Bear Gulch,Valley,WA,53,Grays Harbor,27,470111N,1234601W,47.0198152,-123.7668324,470205N,1234601W,47.0347222,-123.7669444,38,125,Aberdeen Gardens,9/10/79,
1503236,Bear Lake,Lake,WA,53,Kitsap,35,472644N,1224450W,47.4454889,-122.7472265,,,,,120,394,Burley,9/10/79,5/17/19
1503238,Bear Lake,Lake,WA,53,Whatcom,73,485640N,1211842W,48.9445013,-121.3117787,,,,,1766,5794,Mount Redoubt,9/10/79,4/17/19
1503242,Bear River,Stream,WA,53,Pacific,49,462220N,1235711W,46.3723234,-123.9529325,462026N,1235451W,46.3405556,-123.9141667,2,7,Chinook,9/10/79,6/23/15
1503243,Bear River Ridge,Ridge,WA,53,Pacific,49,462035N,1235243W,46.3431716,-123.8784856,,,,,530,1739,Chinook,9/10/79,8/10/18
1503247,Beard Island,Island,WA,53,Pierce,53,470719N,1223415W,47.1220421,-122.5709593,,,,,72,236,Fort Lewis,9/10/79,
1503248,Beardslee Slough,Stream,WA,53,Grays Harbor,27,465140N,1240310W,46.861203,-124.0526713,465214N,1240056W,46.8705556,-124.0155556,1,3,Grayland,9/10/79,
1503251,Beaver Creek,Stream,WA,53,Whatcom,73,484242N,1222025W,48.7117772,-122.3401633,484358N,1222225W,48.7327778,-122.3736111,123,404,Lake Whatcom,9/10/79,
1503253,Beaver Creek,Stream,WA,53,Wahkiakum,69,461323N,1231952W,46.2231653,-123.3312377,461115N,1231824W,46.1875,-123.3066667,16,52,Nassa Point,9/10/79,
1503254,Beaver Creek,Stream,WA,53,Pacific,49,462407N,1233323W,46.4020504,-123.5562569,462417N,1233038W,46.4047222,-123.5105556,63,207,Sweigiler Creek,9/10/79,
1503256,Beaver Creek,Stream,WA,53,Pacific,49,463955N,1234315W,46.665378,-123.7207154,463935N,1234147W,46.6597222,-123.6963889,3,10,Raymond,9/10/79,
1503257,Beaver Creek,Stream,WA,53,Grays Harbor,27,465025N,1233544W,46.8403758,-123.5954389,464917N,1233729W,46.8213889,-123.6247222,46,151,Brooklyn,9/10/79,
1503258,Beaver Creek,Stream,WA,53,Grays Harbor,27,465407N,1235916W,46.9020362,-123.9876701,465420N,1235741W,46.9055556,-123.9613889,1,3,Hoquiam,9/10/79,
1503259,Beaver Creek,Stream,WA,53,Grays Harbor,27,471223N,1241117W,47.2064736,-124.1879566,471208N,1240840W,47.2022222,-124.1444444,5,16,Moclips,9/10/79,
1503260,Beaver Creek,Stream,WA,53,Kitsap,35,473412N,1223305W,47.5700967,-122.5515233,473242N,1223356W,47.545,-122.5655556,0,0,Bremerton East,9/10/79,
1503261,Beaver Lake,Lake,WA,53,Skagit,57,482656N,1221308W,48.4488117,-122.2187612,,,,,11,36,Sedro-Woolley South,9/10/79,5/14/19
1503263,Beaver Lake Club,Locale,WA,53,King,33,471541N,1220017W,47.2614898,-122.0048348,,,,,216,709,Black Diamond,9/10/79,
1503264,Beaver Pass,Gap,WA,53,Whatcom,73,485247N,1211514W,48.8798506,-121.254019,,,,,1108,3635,Mount Redoubt,9/10/79,
1503266,Beaverton Valley,Valley,WA,53,San Juan,55,483235N,1230211W,48.5431618,-123.0364518,483248N,1230349W,48.5466469,-123.0636977,26,85,Friday Harbor,9/10/79,4/14/18
1503267,Beck Creek,Stream,WA,53,Grays Harbor,27,465518N,1234008W,46.9217625,-123.6687742,465700N,1233510W,46.950096,-123.5859956,49,161,Central Park,9/10/79,
1503276,Lake Beecher,Lake,WA,53,Snohomish,61,475105N,1220524W,47.8513485,-122.090066,,,,,5,16,Maltby,9/10/79,11/18/20
1503277,Beeker Ranch,Locale,WA,53,Pacific,49,461835N,1235908W,46.3098234,-123.9854305,,,,,4,13,Chinook,9/10/79,
1503280,Belfast School,Locale,WA,53,Skagit,57,483316N,1222007W,48.5545525,-122.3351613,,,,,21,69,Alger,9/10/79,
1503283,Bell Canyon Creek,Stream,WA,53,Wahkiakum,69,461719N,1232550W,46.28872,-123.4306889,461721N,1232335W,46.2891667,-123.3930556,7,23,Skamokawa,9/10/79,
1503284,Bell Island,Island,WA,53,San Juan,55,483546N,1225851W,48.5962125,-122.9807371,,,,,13,43,Shaw Island,9/10/79,
1503286,Bell Point,Cape,WA,53,San Juan,55,483533N,1230924W,48.5925991,-123.1565758,,,,,5,16,Roche Harbor,9/10/79,
1503289,Belle Rock Light,Locale,WA,53,San Juan,55,482935N,1224510W,48.4931577,-122.752677,,,,,0,0,Lopez Pass,9/10/79,
1503291,Bellevue Point,Cape,WA,53,San Juan,55,483146N,1230947W,48.5295423,-123.1629626,,,,,24,79,Roche Harbor,9/10/79,1/30/09
1503292,Bellingham Bay,Bay,WA,53,Whatcom,73,484122N,1223336W,48.6893882,-122.560091,,,,,0,0,Eliza Island,9/10/79,4/17/19
1503293,Bellingham Channel,Bay,WA,53,Skagit,57,483308N,1224016W,48.5522085,-122.6711436,,,,,1,3,Cypress Island,9/10/79,4/17/19
1503294,Bellingham Omni Radio Range Station,Locale,WA,53,Whatcom,73,485643N,1223445W,48.9453911,-122.5790576,,,,,25,82,Bertrand Creek,9/10/79,
1503295,Bells Beach,Populated Place,WA,53,Island,29,480436N,1222809W,48.0767616,-122.4690392,,,,,1,3,Langley,9/10/79,
1503298,Ben Ure Island,Island,WA,53,Island,29,482412N,1223746W,48.4034357,-122.6293371,,,,,28,92,Deception Pass,9/10/79,6/23/15
1503299,Ben Ure Spit,Cape,WA,53,Island,29,482343N,1223510W,48.3953804,-122.5860016,,,,,0,0,Anacortes South,9/10/79,
1503309,Benson Lake,Lake,WA,53,Mason,45,472013N,1225529W,47.3368286,-122.924596,,,,,71,233,Mason Lake,9/10/79,5/17/19
1503313,Bensons Point,Cape,WA,53,Clallam,9,480639N,1243618W,48.1109029,-124.6049476,,,,,10,33,Dickey Lake,9/10/79,
1503315,Bents Island,Island,WA,53,Grays Harbor,27,465659N,1233920W,46.9498176,-123.6554411,,,,,3,10,Central Park,9/10/79,
